frame,obs,max_x,min_x,max_y,min_y,max_z,min_z
004406,1,13.549,9.734,6.787,5.229,-0.487,-1.849
004406,10,25.96,22.383,-2.217,-3.422,0.018,-1.27
004406,11,31.145,27.917,-2.225,-3.499,-0.016,-1.238
004406,2,18.143,14.638,6.769,5.327,-0.479,-1.778
004406,3,24.355,20.466,6.954,5.401,-0.445,-1.752
004406,4,19.155,17.568,-6.996,-10.822,0.522,-0.82
004406,5,21.754,20.12,-7.546,-9.67,0.724,-0.669
004406,6,23.886,22.423,-6.933,-9.137,0.584,-0.739
004406,7,26.971,25.066,-21.247,-25.788,1.469,0.312
004406,8,26.807,25.265,-6.05,-8.486,0.295,-0.658
004406,9,30.466,27.884,6.743,5.35,-0.444,-1.571
004407,0,29.164,24.849,15.067,13.128,-0.431,-1.831
004407,1,61.062,59.506,14.601,13.763,-0.288,-1.757
004414,1,57.416,57.238,4.21,3.024,0.118,0.117
004415,0,70.678,70.641,16.698,16.104,-0.81,-0.812
004418,0,4.523,0.864,-2.0,-3.515,-0.301,-1.609
004418,1,20.129,16.388,-1.883,-4.656,0.179,-1.125
004418,2,15.633,12.176,-5.674,-8.038,0.255,-1.306
004418,3,24.575,21.125,-4.57,-6.579,0.172,-1.07
004418,4,33.656,32.072,-13.747,-14.466,0.322,-0.288
004418,5,47.186,46.575,-13.854,-15.125,0.705,-0.18
004419,0,51.17,49.767,16.592,15.103,-0.549,-1.168
004420,0,5.746,2.277,-2.582,-4.095,-0.239,-1.539
004420,1,11.271,7.151,-2.997,-4.458,-0.16,-1.529
004420,2,16.396,12.474,-3.478,-5.074,0.185,-1.408
004420,3,26.293,23.578,-5.722,-7.176,0.286,-1.196
004421,0,29.931,27.59,0.266,-1.082,-0.022,-1.377
004421,1,14.324,10.225,4.848,3.045,-0.307,-1.711
004421,2,21.08,17.102,4.649,3.135,-0.212,-1.44
004421,3,32.45,28.913,4.655,3.356,-0.59,-1.288
004421,4,44.623,44.42,4.723,4.169,-0.731,-0.961
004422,0,5.501,1.822,4.074,2.267,-0.261,-1.736
004422,1,27.598,25.605,1.28,-2.142,-0.003,-1.094
004423,0,47.645,47.063,2.188,0.612,-0.165,-0.458
004423,1,30.526,27.614,5.528,2.757,-0.019,-1.134
004423,2,37.381,36.524,13.684,12.371,-0.608,-0.822
004424,0,9.76,7.289,5.679,2.092,-0.567,-1.999
004424,1,15.809,12.729,-4.647,-7.169,-0.119,-1.517
004424,2,13.159,9.089,-8.97,-10.512,0.093,-1.294
004424,3,12.254,9.538,10.038,5.977,-0.924,-2.291
004424,4,14.446,12.141,14.009,10.341,-1.199,-2.556
004424,5,18.515,14.852,-11.618,-13.289,0.046,-1.176
004424,6,27.391,24.244,-16.553,-18.09,0.303,-0.988
004425,0,46.553,44.206,2.278,0.872,1.269,0.138
004426,0,6.372,2.54,5.87,4.175,-0.298,-1.866
004426,1,22.37,18.214,6.558,4.958,-0.276,-1.706
004426,2,38.904,37.241,6.305,5.76,-0.618,-1.255
004426,3,40.522,39.382,-1.534,-3.008,0.144,-1.065
004426,4,2.704,-0.828,-1.742,-3.33,-0.052,-1.247
004429,0,79.954,79.798,-2.252,-2.749,-0.424,-0.425
004430,0,8.987,6.515,3.718,0.361,-0.512,-1.942
004430,1,12.485,10.192,-7.229,-10.016,-0.087,-1.431
004430,2,12.736,9.811,7.541,3.697,-0.809,-2.149
004430,3,15.563,12.975,10.905,7.525,-1.107,-2.399
004430,4,18.06,16.107,14.979,11.724,-1.234,-2.779
004433,0,10.832,7.627,6.368,4.797,-0.237,-1.641
004433,1,6.708,2.934,-2.2,-4.067,-0.248,-1.626
004433,2,15.736,12.065,6.424,4.898,-0.187,-1.616
004433,3,11.933,8.571,-2.342,-3.999,-0.18,-1.525
004433,4,43.921,41.1,8.162,5.037,-0.135,-1.144
004434,0,24.696,22.83,-0.265,-1.63,0.022,-1.249
004434,1,6.43,2.188,4.753,3.065,-0.338,-1.759
004434,2,17.902,14.027,4.922,3.391,-0.325,-1.603
004434,3,32.637,29.423,5.221,3.658,-0.042,-1.257
004435,0,40.721,40.721,-0.175,-0.175,-0.649,-0.649
004435,1,21.035,17.641,14.273,12.52,-0.546,-1.954
004435,2,42.242,38.899,13.696,12.425,-0.705,-1.759
004435,3,44.282,42.248,17.098,15.934,-1.256,-1.89
004437,0,15.424,13.557,3.996,0.659,-0.003,-1.508
004438,0,28.324,25.03,4.243,2.867,-0.502,-1.697
004439,0,15.242,12.899,-1.475,-2.969,-0.157,-1.5
004439,1,16.099,12.351,3.979,2.151,-0.27,-1.661
004439,2,57.308,56.802,-0.843,-1.818,-0.591,-0.598
004440,0,19.802,16.369,4.138,2.576,-0.044,-1.525
004440,1,16.113,13.096,-2.381,-3.796,-0.086,-1.461
004440,2,20.913,17.53,-1.932,-3.461,-0.181,-1.468
004440,3,33.246,30.658,-1.829,-3.105,-0.043,-1.175
004440,4,10.119,6.671,-2.31,-3.964,-0.158,-1.603
004443,0,14.791,10.63,4.969,3.291,-0.092,-1.583
004444,0,8.864,4.967,-1.906,-3.534,-0.174,-1.673
004444,1,14.582,10.942,-1.679,-3.257,-0.201,-1.626
004444,2,35.894,34.403,9.617,7.208,-0.073,-1.425
004444,3,49.561,46.6,-4.277,-5.761,0.36,-0.801
004444,4,49.286,48.062,3.38,1.99,-0.482,-1.062
004447,0,31.314,30.527,1.475,-0.02,-0.038,-1.19
004447,1,7.122,3.403,5.139,3.585,-0.327,-1.676
004447,2,14.944,11.35,9.639,8.145,-0.188,-1.569
004447,3,15.111,11.201,6.074,4.443,-0.142,-1.576
004447,4,29.754,27.248,9.341,8.351,-0.205,-1.349
004447,5,39.369,38.47,4.994,4.549,0.331,-1.066
004447,6,50.51,50.424,5.294,5.143,-0.505,-0.506
004447,7,23.054,20.983,12.611,11.254,-0.142,-1.3
004450,0,14.413,12.212,-8.428,-12.089,-0.147,-1.346
004450,1,20.734,19.533,15.119,14.343,-1.845,-2.575
004450,2,29.693,28.037,-2.328,-5.011,-0.714,-1.939
004452,0,7.394,3.82,3.477,1.56,-0.058,-1.6
004452,1,6.33,3.288,-1.889,-3.504,-0.309,-1.656
004452,2,14.144,10.678,2.362,0.374,-0.05,-1.44
004452,3,33.26,30.115,-0.366,-2.48,0.308,-1.082
004452,4,20.405,17.842,-4.113,-5.508,-0.188,-1.458
004452,5,24.681,22.539,-4.799,-5.25,-0.286,-1.229
004454,0,22.271,19.498,1.402,-0.363,0.049,-1.283
004454,1,32.308,30.561,3.176,2.863,-0.05,-0.597
004456,0,44.046,41.649,16.737,15.381,-1.219,-1.883
004458,0,9.488,6.215,4.327,2.872,-0.254,-1.73
004458,1,16.278,12.5,4.459,2.801,-0.188,-1.678
004458,2,30.994,28.8,5.483,3.812,-0.233,-1.474
004458,3,54.748,54.61,5.49,4.959,-0.564,-0.566
004460,0,44.503,44.1,2.196,0.735,-0.417,-1.208
004462,0,6.856,5.265,7.472,4.808,0.195,-1.641
004462,1,8.852,7.285,6.136,4.426,-0.069,-1.64
004462,2,11.605,9.881,7.583,4.416,0.045,-1.63
004462,3,19.185,17.609,8.095,4.593,0.051,-1.389
004462,4,24.051,22.54,7.508,4.582,0.281,-1.391
004462,5,21.638,18.219,-1.957,-3.475,-0.291,-1.569
004462,6,9.646,6.08,-2.08,-3.742,-0.272,-1.721
004462,7,32.113,29.018,-1.877,-3.355,-0.03,-1.468
004462,8,31.202,30.316,5.699,4.492,-0.039,-0.987
004465,0,64.581,64.306,0.621,-0.492,-0.301,-0.303
004472,0,16.66,12.711,2.007,0.065,-0.072,-1.334
004472,1,12.857,9.53,-2.66,-4.371,-0.041,-1.503
004472,2,21.622,17.887,0.67,-0.857,-0.064,-1.29
004472,3,33.268,30.598,-5.832,-7.282,-0.049,-1.239
004472,4,45.377,44.909,-2.457,-3.569,-0.426,-0.97
004474,0,15.878,11.81,4.791,3.176,-0.103,-1.544
004475,0,45.387,45.004,-3.01,-4.221,-0.15,-0.431
004475,1,19.086,16.555,0.582,-0.922,-0.158,-1.384
004475,2,25.014,23.651,0.753,-0.529,0.013,-0.708
004475,3,65.063,64.887,-6.423,-6.714,0.413,0.412
004480,0,55.643,55.228,1.238,0.188,-0.23,-0.955
004480,1,36.679,36.334,15.106,13.867,-1.042,-1.311
004481,0,26.753,23.945,1.129,-0.426,0.015,-1.191
004481,1,10.049,5.851,5.536,3.726,0.144,-1.606
004481,2,21.291,17.41,8.788,7.88,-0.202,-1.441
004481,3,22.183,18.976,5.768,4.199,-0.087,-1.464
004481,4,42.539,41.441,4.737,4.017,-0.128,-0.882
004481,5,14.271,11.165,13.447,11.891,-0.36,-1.709
004483,0,12.62,7.915,6.225,4.559,-0.253,-1.706
004483,1,29.449,26.684,5.507,3.939,-0.201,-1.385
004483,2,29.457,28.834,-2.338,-3.827,-0.025,-1.107
004483,3,67.572,67.346,-2.749,-2.846,-0.326,-0.327
004485,0,47.365,46.844,1.639,0.239,0.133,-1.017
004486,0,27.378,24.346,4.537,3.029,0.292,-1.022
004486,1,8.181,4.813,4.331,2.727,-0.235,-1.667
004486,2,20.493,18.676,8.548,7.27,0.174,-0.836
004486,3,49.011,47.647,9.814,6.304,0.363,-0.177
004489,0,13.865,11.69,-3.698,-8.054,-0.151,-1.492
004489,1,16.929,15.016,13.377,9.29,-0.067,-1.521
004490,0,25.552,21.856,14.587,12.839,-0.378,-1.801
004490,1,41.549,37.457,17.892,16.658,-1.115,-1.798
004491,0,10.874,7.14,-2.065,-3.677,-0.254,-1.622
004491,1,37.003,34.425,0.239,-0.498,0.149,-0.904
004491,2,24.739,23.067,6.616,2.891,0.019,-1.297
004493,0,9.578,8.104,8.541,5.344,-0.123,-1.67
004493,1,11.648,10.111,6.317,5.001,-0.269,-1.659
004493,2,18.742,15.882,-4.864,-7.495,-0.176,-1.347
004493,3,31.44,28.185,-1.074,-2.77,-0.398,-1.443
004493,4,19.219,18.514,5.746,5.514,-0.541,-1.512
004493,5,21.488,19.978,6.311,5.6,-0.246,-1.652
004493,6,25.876,24.685,7.376,5.131,-0.336,-1.555
004493,7,38.661,37.589,-0.565,-1.631,-0.777,-1.287
004494,0,42.871,40.621,3.662,2.064,0.141,-0.649
004494,1,26.099,22.841,8.167,4.728,0.169,-1.295
004494,2,36.912,36.494,13.776,12.639,-0.608,-1.049
004496,0,9.588,7.821,7.338,3.756,-0.125,-1.611
004496,1,13.617,10.307,-2.472,-3.988,-0.231,-1.556
004496,2,16.3,14.765,8.012,4.29,-0.214,-1.561
004496,3,21.763,20.298,6.706,4.436,-0.094,-1.493
004496,4,22.993,22.473,6.862,3.71,-0.126,-1.512
004496,5,25.58,24.862,5.883,4.139,-0.153,-0.78
004496,6,18.766,15.272,-2.639,-4.082,-0.137,-1.606
004496,7,31.61,28.761,-3.057,-4.394,-0.412,-1.47
004496,8,28.432,27.396,4.058,3.565,-0.692,-1.378
004496,9,53.818,53.526,4.08,3.298,-0.218,-0.927
004501,0,30.975,30.335,1.307,-0.282,-0.767,-1.549
004501,1,49.447,46.515,14.293,13.125,-1.127,-2.078
004502,0,39.071,36.496,29.15,27.018,-1.021,-2.232
004511,0,18.138,15.172,0.719,-0.958,-0.025,-1.522
004511,1,10.683,7.363,5.398,3.85,-0.28,-1.646
004511,2,14.94,12.121,9.136,7.599,-0.196,-1.548
004511,3,19.026,15.298,5.303,3.744,-0.154,-1.49
004511,4,15.625,12.034,13.608,12.083,-0.176,-1.621
004511,5,25.701,24.221,13.006,11.798,-0.184,-1.0
004511,6,59.372,58.874,-5.129,-6.118,-1.037,-1.344
004513,0,12.83,9.427,-2.505,-4.194,-0.14,-1.563
004513,1,22.002,17.848,3.55,2.007,0.275,-1.504
004513,2,10.283,6.921,3.878,2.423,-0.278,-1.726
004513,3,4.288,0.13,3.926,2.378,-0.302,-1.761
004513,4,25.683,21.938,-2.795,-4.061,-0.29,-1.471
004513,5,19.728,17.095,-2.972,-4.33,-0.276,-1.499
004513,6,40.964,39.83,3.113,1.964,-0.37,-1.076
004513,7,29.925,27.635,-3.109,-4.329,-0.191,-1.308
004513,8,36.723,34.161,-3.316,-3.66,-0.281,-1.347
004513,9,39.27,38.708,-3.183,-4.236,-0.104,-1.052
004516,0,5.505,1.745,5.165,3.532,-0.35,-1.828
004516,1,17.096,13.101,-1.84,-3.371,-0.177,-1.468
004516,10,66.245,66.064,6.525,5.597,-0.725,-0.727
004516,2,17.905,16.381,10.745,7.673,-0.199,-1.588
004516,3,9.157,5.922,-2.217,-3.67,-0.227,-1.54
004516,4,22.741,19.564,-1.935,-3.426,-0.087,-1.409
004516,5,23.565,19.897,5.515,3.813,-0.271,-1.486
004516,6,28.984,25.602,5.263,3.901,-0.011,-1.407
004516,7,31.28,28.111,-2.034,-2.95,-0.195,-1.246
004516,8,4.954,1.464,-2.095,-3.654,-0.27,-1.65
004516,9,31.409,30.958,4.003,3.711,-0.799,-1.384
004517,0,35.254,34.643,1.573,0.183,-0.282,-1.155
004517,1,8.167,4.71,5.105,3.494,-0.262,-1.649
004517,2,16.254,12.769,9.156,7.754,-0.017,-1.409
004517,3,17.879,14.175,5.61,4.057,-0.127,-1.498
004517,4,23.254,21.357,9.56,7.965,-0.132,-1.259
004517,5,26.694,23.723,5.474,4.088,-0.144,-1.355
004517,6,34.357,31.798,6.247,4.989,-0.052,-0.641
004517,7,25.648,22.689,12.998,11.583,0.002,-1.389
004519,0,56.66,56.442,5.814,4.827,-0.985,-1.279
004519,1,19.557,15.827,0.684,-1.316,-0.144,-1.573
004519,2,12.055,8.604,6.771,5.233,-0.314,-1.646
004519,3,18.187,14.862,7.28,5.818,-0.34,-1.59
004519,4,26.797,25.013,4.465,2.853,-0.158,-1.401
004519,5,26.852,23.013,8.869,7.317,-0.332,-1.531
004519,6,25.575,23.324,12.344,10.807,-0.344,-1.488
004519,7,36.352,35.098,10.386,9.098,-0.321,-1.469
004519,8,44.351,44.236,10.794,10.494,-0.751,-1.251
004520,0,4.603,0.907,-2.181,-3.863,-0.081,-1.636
004520,1,7.342,2.937,5.579,3.849,-0.409,-1.875
004520,2,16.607,13.273,-1.646,-3.35,-0.245,-1.546
004520,3,22.288,19.294,5.407,3.929,-0.458,-1.684
004520,4,26.118,23.64,-1.17,-2.667,-0.309,-1.476
004520,5,31.581,28.253,5.552,4.428,-0.202,-1.627
004520,6,44.281,42.381,6.523,5.413,-0.418,-1.447
004520,7,39.889,39.245,-1.087,-1.955,-0.348,-1.318
004526,0,13.064,9.762,-2.81,-4.755,-0.211,-1.634
004526,1,32.036,29.503,-0.627,-2.246,-0.452,-1.48
004526,2,40.4,38.596,-8.903,-10.195,-0.376,-1.573
004526,3,47.936,46.093,-4.224,-5.605,-0.805,-1.293
004528,0,41.565,38.477,16.797,15.234,-0.883,-1.518
004528,2,63.208,63.208,17.043,16.83,-0.711,-0.712
004529,0,12.903,9.105,3.221,1.588,-0.265,-1.633
004529,1,28.82,26.103,1.732,0.242,-0.187,-1.423
004530,0,41.396,37.473,18.955,16.278,-0.132,-1.185
004530,1,49.198,47.7,13.239,11.094,0.365,-0.852
004530,2,55.128,52.786,18.562,15.555,0.118,-0.979
004530,3,58.026,57.152,7.45,3.248,0.116,-0.606
004531,0,8.254,4.648,-1.527,-3.19,-0.228,-1.59
004531,1,15.786,11.911,2.342,-0.96,-0.091,-1.558
004534,0,17.109,13.828,14.658,13.08,-0.441,-1.813
004534,1,32.682,29.039,14.853,13.298,-0.277,-1.716
004534,2,35.116,31.627,17.587,16.185,-0.325,-1.658
004534,3,52.096,51.567,14.962,13.986,-0.93,-1.197
004540,0,14.881,10.527,3.617,1.936,-0.218,-1.725
004540,1,21.968,18.32,-2.006,-3.189,-0.291,-1.638
004540,2,27.671,24.109,-1.924,-3.342,-0.332,-1.525
004540,3,60.589,59.849,-5.089,-6.401,-0.642,-1.056
004541,0,12.389,10.819,-2.526,-6.063,-0.179,-1.594
004541,1,8.43,6.722,9.623,5.651,-0.1,-1.615
004541,2,13.623,11.912,9.786,5.792,-0.09,-1.591
004541,3,14.609,13.205,-2.256,-3.468,-0.328,-1.536
004541,4,18.696,17.161,8.347,6.795,0.057,-1.55
004541,5,20.877,19.462,9.563,6.907,0.276,-1.52
004541,6,26.206,25.622,10.787,8.909,0.295,-0.864
004541,7,51.869,48.62,11.134,8.605,-0.186,-1.491
004542,0,16.725,13.783,-0.229,-2.308,-0.115,-1.506
004542,1,31.158,28.199,3.493,1.262,-0.204,-1.443
004542,2,8.838,6.936,-4.331,-7.754,-0.244,-1.611
004542,3,45.263,43.212,8.126,4.941,-0.147,-1.247
004542,4,41.289,40.097,1.574,0.095,-0.116,-1.079
004542,5,48.506,47.246,-5.024,-7.043,-0.171,-0.471
004547,0,71.053,70.863,2.573,1.571,-0.353,-0.355
004547,1,21.842,17.989,9.04,7.336,-0.244,-1.645
004548,0,56.537,56.266,1.609,0.657,0.385,-0.586
004548,1,23.506,20.154,15.076,13.544,-0.486,-1.354
004548,2,44.59,44.183,15.71,14.559,-0.776,-1.019
004549,0,6.126,2.965,-1.976,-3.668,-0.214,-1.63
004549,1,9.138,5.979,5.698,4.03,-0.467,-1.806
004549,2,13.339,9.74,-1.278,-3.146,-0.053,-1.515
004549,3,15.172,10.971,6.547,4.734,-0.364,-1.775
004549,4,24.971,21.887,0.399,-1.452,-0.27,-1.594
004549,5,30.626,27.283,7.818,6.325,-0.548,-1.726
004549,6,34.539,32.172,1.704,0.224,-0.478,-1.634
004551,0,7.778,3.644,5.52,3.721,-0.119,-1.838
004551,1,21.239,17.7,5.999,4.449,-0.222,-1.648
004551,2,33.885,33.467,6.243,5.163,-0.892,-1.328
004551,3,54.967,54.562,-1.539,-2.956,-0.561,-0.948
004551,4,17.748,14.378,-1.551,-3.208,-0.008,-1.429
004553,0,8.939,5.745,6.48,4.882,-0.234,-1.683
004553,1,4.861,1.089,-2.118,-3.884,-0.254,-1.653
004553,2,13.788,10.117,6.574,5.008,-0.147,-1.595
004553,3,10.103,6.755,-2.256,-3.972,-0.169,-1.541
004553,4,40.95,38.137,7.824,4.941,-0.113,-1.11
004553,5,53.64,53.232,3.511,2.981,-0.542,-0.548
004553,6,44.566,44.132,14.058,12.989,-0.76,-1.014
004553,7,57.884,57.564,-4.309,-8.55,0.39,-0.615
004556,0,44.81,44.539,0.456,-0.805,-0.147,-1.226
004556,1,19.349,15.548,13.159,11.682,-0.243,-1.838
004556,2,47.793,45.18,11.779,10.381,-0.18,-1.295
004557,0,39.813,39.478,0.959,-0.589,0.145,-1.07
004557,1,42.111,41.636,14.223,13.415,-1.2,-1.508
004566,0,43.053,39.768,1.007,-0.316,-1.396,-2.279
004567,0,31.599,30.101,-11.721,-15.349,0.73,-0.056
004567,1,43.773,43.253,4.414,3.08,0.139,-0.929
004568,0,69.769,69.463,5.478,4.503,-1.256,-1.262
004569,0,5.501,1.814,4.064,2.287,-0.259,-1.726
004569,1,23.46,21.709,-4.468,-8.458,0.17,-0.974
004570,0,34.238,31.772,4.529,3.179,-0.065,-1.234
004573,0,28.086,24.605,13.813,11.998,-0.217,-1.764
004573,1,52.459,49.884,19.932,18.809,-0.233,-1.513
004574,0,45.4,45.157,0.82,-0.53,0.136,-0.977
004576,0,55.857,55.416,1.331,0.276,-0.232,-0.96
004576,1,36.423,33.109,14.961,13.662,-0.619,-1.421
004578,0,13.231,9.543,5.558,3.954,-0.286,-1.713
004578,1,8.329,4.679,-2.89,-4.475,-0.285,-1.63
004578,2,18.719,15.187,5.356,3.861,-0.261,-1.514
004578,3,13.65,10.342,-2.848,-4.457,-0.186,-1.559
004578,4,24.551,20.353,4.989,3.788,-0.275,-1.433
004578,5,19.121,15.259,-2.861,-4.256,-0.155,-1.447
004578,6,38.323,36.721,4.768,3.48,-0.097,-1.231
004578,7,23.992,20.642,-3.0,-4.038,-0.24,-1.381
004578,8,29.304,26.112,-3.329,-4.679,-0.169,-1.3
004581,0,61.319,60.991,6.707,5.687,0.401,-0.655
004581,1,35.658,35.141,28.463,27.464,-2.043,-2.377
004582,0,49.408,46.194,2.372,0.961,0.361,-0.444
004582,1,56.498,56.171,5.007,3.815,0.119,-0.24
004585,0,15.359,13.985,-8.057,-11.401,-0.159,-1.264
004585,1,24.526,21.575,16.235,12.758,-0.371,-1.607
004587,0,10.199,7.183,0.64,-0.949,-0.191,-1.599
004587,1,6.268,2.232,4.079,2.513,-0.092,-1.661
004587,2,20.601,16.763,3.259,2.884,-0.052,-1.438
004587,3,29.96,25.926,-3.404,-4.87,-0.179,-1.163
004589,0,16.718,14.871,11.853,7.284,-0.188,-1.523
004596,0,32.649,32.295,1.685,0.224,-0.477,-1.817
004596,1,13.119,9.294,9.041,7.56,-0.265,-1.793
004596,2,23.963,20.796,9.342,7.828,-0.3,-1.834
004596,3,35.102,33.38,9.565,8.048,-0.96,-1.555
004598,0,2.651,-1.748,-2.016,-3.891,-0.041,-1.372
004598,1,7.16,3.355,3.777,2.173,-0.303,-1.707
004598,2,22.87,20.043,4.484,2.947,-0.089,-1.381
004598,3,23.956,20.628,-0.537,-2.145,0.174,-1.359
004598,4,36.913,33.912,5.279,4.048,-0.078,-1.113
004599,0,46.26,45.464,1.239,0.016,-0.155,-1.276
004599,1,19.145,15.574,9.78,8.133,-0.425,-1.859
004599,2,42.198,39.6,10.64,9.211,-0.137,-1.375
004599,3,60.152,60.152,4.891,4.891,-0.64,-0.64
004603,0,12.821,8.728,6.685,4.91,-0.404,-1.832
004603,1,6.797,2.955,-2.439,-4.023,-0.278,-1.575
004603,2,12.404,8.471,-2.415,-3.924,-0.129,-1.581
004603,3,18.11,14.833,6.424,5.101,-0.361,-1.767
004603,4,21.896,18.445,-2.551,-4.069,-0.23,-1.461
004603,5,27.046,23.678,6.405,5.068,-0.498,-1.632
004603,6,27.527,24.114,-2.469,-2.905,-0.578,-1.491
004603,7,39.393,38.933,6.332,5.255,-0.831,-1.315
004603,8,36.086,32.85,-2.26,-3.308,-0.262,-1.19
004603,9,64.584,63.406,5.662,3.502,-0.295,-0.703
004608,0,38.688,35.371,2.566,1.212,-2.14,-2.909
004609,0,14.105,10.481,5.427,3.644,-0.226,-1.739
004609,1,19.431,15.536,5.107,3.599,-0.263,-1.745
004609,2,33.222,28.821,-3.992,-5.606,-0.026,-1.495
004609,3,23.964,20.642,4.093,3.418,-0.403,-1.646
004609,4,28.279,25.173,4.364,3.267,-0.367,-1.551
004609,5,17.586,16.025,17.353,13.199,-0.396,-1.735
004610,0,7.928,3.831,7.068,5.426,-0.36,-1.965
004610,1,28.335,24.841,4.904,3.374,-0.377,-1.7
004610,2,14.177,10.27,7.438,5.824,-0.407,-1.97
004610,3,24.467,21.279,7.75,6.229,-0.564,-1.808
004610,4,43.072,42.824,-1.246,-2.541,-0.696,-1.173
004610,5,38.118,37.005,-5.275,-9.555,-0.323,-0.799
004610,6,41.701,40.041,-5.343,-9.403,0.635,-0.86
004611,0,46.601,46.408,1.063,-0.327,-0.446,-1.01
004612,0,40.088,36.97,1.292,-0.04,-0.09,-0.986
004612,1,44.773,44.381,4.817,3.472,-0.149,-0.965
004612,2,20.523,17.466,16.813,15.303,0.012,-1.311
004615,0,66.458,66.44,2.727,1.683,-0.318,-0.318
004615,1,37.302,34.75,8.177,6.84,-0.093,-0.941
004618,0,18.426,14.96,4.708,3.164,-0.035,-1.449
004620,0,12.974,9.069,3.947,2.325,0.038,-1.598
004620,1,5.304,2.053,-1.576,-3.113,-0.354,-1.723
004620,2,20.296,17.133,3.441,2.193,-0.178,-1.428
004620,3,37.341,34.05,-1.298,-2.776,-0.318,-1.134
004622,0,15.712,11.944,-1.87,-3.654,-0.125,-1.619
004622,1,21.361,19.777,5.788,4.156,-0.245,-1.561
004622,2,30.394,29.416,7.617,5.77,-0.033,-0.968
004622,3,40.039,37.636,-4.517,-6.664,-0.098,-1.082
004622,4,51.86,49.759,-0.684,-1.942,-0.189,-1.14
004624,0,25.052,21.928,-1.215,-3.133,-0.121,-1.472
004624,1,39.156,36.458,1.828,0.086,-0.314,-1.307
004624,2,16.852,15.015,-4.959,-8.298,-0.24,-1.523
004624,3,15.923,14.175,-9.694,-13.243,-0.194,-1.446
004624,4,53.906,51.744,5.895,2.764,-0.211,-1.17
004624,5,48.925,48.661,-0.573,-0.799,-1.064,-1.071
004626,0,24.19,21.116,11.159,7.83,-0.318,-1.383
004626,1,24.072,21.156,12.975,10.843,-0.154,-1.175
004629,0,27.731,25.788,17.204,15.387,-0.624,-2.029
004630,0,20.418,16.387,14.573,12.983,-0.275,-1.806
004630,1,62.727,62.177,17.655,16.36,-0.703,-1.154
004632,0,26.865,24.937,0.189,-1.167,0.006,-1.237
004632,1,5.101,0.924,4.747,3.007,-0.361,-1.788
004632,2,11.762,7.562,4.8,3.148,-0.206,-1.657
004632,3,23.241,19.422,5.057,3.577,-0.106,-1.433
004632,4,35.393,34.913,5.503,4.243,-0.535,-0.936
004633,0,8.086,6.362,7.102,3.656,-0.027,-1.495
004633,1,7.848,3.793,-1.898,-3.514,-0.342,-1.615
004633,10,25.563,24.192,-4.745,-6.763,-0.151,-1.348
004633,11,22.957,21.874,-4.834,-7.711,-0.391,-1.458
004633,2,11.474,9.826,-4.899,-7.866,-0.352,-1.347
004633,3,15.933,14.253,-3.875,-7.664,-0.308,-1.501
004633,4,18.171,16.56,7.105,4.417,0.065,-1.405
004633,5,47.411,47.237,-1.995,-3.159,-0.787,-1.031
004633,6,42.325,42.013,5.851,4.347,0.14,-1.15
004633,7,34.831,33.85,-3.976,-6.144,-0.276,-1.331
004633,8,25.166,23.64,6.189,3.86,0.013,-1.37
004633,9,20.565,18.957,6.014,3.953,0.048,-1.355
004636,0,8.564,4.164,3.865,2.082,-0.146,-1.579
004636,1,8.107,4.605,-1.969,-3.638,-0.345,-1.763
004636,2,14.106,10.608,4.123,2.531,0.019,-1.509
004636,3,14.161,9.73,-1.846,-3.474,-0.363,-1.721
004636,4,22.401,19.473,3.878,2.56,0.037,-1.3
004636,5,27.3,23.878,-2.255,-3.758,-0.167,-1.343
004636,6,28.15,26.459,2.775,2.403,-0.017,-0.988
004636,7,44.428,44.228,-2.472,-2.848,-0.145,-0.952
004638,0,40.051,36.888,16.714,15.391,0.342,-0.655
004640,0,5.198,0.998,-2.167,-3.785,-0.362,-1.689
004640,1,21.858,18.497,5.067,3.538,-0.241,-1.575
004640,2,6.122,2.337,4.148,2.615,-0.263,-1.771
004640,3,9.688,6.571,-2.118,-3.755,-0.268,-1.696
004640,4,16.307,13.273,-1.768,-3.346,-0.247,-1.537
004640,5,20.916,17.785,-1.23,-2.73,-0.194,-1.488
004640,6,27.337,23.389,-0.911,-1.992,-0.311,-1.463
004640,7,27.742,24.584,4.457,3.807,-0.352,-1.537
004640,8,34.705,34.51,4.726,4.528,-0.914,-1.352
004640,9,45.583,43.935,-9.466,-11.477,0.35,-0.163
004644,0,26.801,22.816,10.991,9.181,-0.369,-1.852
004644,1,37.417,36.032,11.399,10.015,-0.337,-1.699
004644,2,67.493,67.313,2.61,1.768,-0.739,-0.741
004648,0,37.187,36.369,1.73,0.324,-0.309,-1.451
004648,1,16.346,12.673,8.425,6.895,-0.316,-1.684
004648,2,13.829,9.696,4.191,2.676,-0.318,-1.639
004648,3,22.809,21.765,8.805,7.419,-0.295,-1.56
004648,4,28.192,25.284,5.775,4.387,-0.376,-1.407
004648,5,20.549,19.52,13.377,12.009,-0.423,-1.553
004648,6,29.791,26.809,13.305,12.36,-0.217,-1.115
004649,0,44.698,44.426,0.598,-0.731,-0.146,-0.961
004649,1,34.841,32.992,12.044,10.52,-0.556,-1.555
004650,0,22.724,20.787,-1.827,-5.131,-0.484,-1.663
004651,0,11.073,8.665,-0.431,-1.948,-0.011,-1.415
